method,1.0,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2,0.1
baseline,0.4354166666666667,0.4354166666666667,0.4354166666666667,0.4354166666666667,0.4354166666666667,0.4354166666666667,0.4354166666666667,0.4354166666666667,0.4354166666666667,0.4354166666666667
SVT,0.58125,0.5833333333333334,0.575,0.5645833333333333,0.5354166666666667,0.5395833333333333,0.575,0.5479166666666667,0.55,0.5208333333333334
